"x","y","Layer","cell_count","Dominant","ct_count","Astro","Endo","L2/3","L4","L5","L6","Oligo","Pvalb","Smc","Sst","Vip","dominant_hat"
5,7,"L6",5,"L6",4,0.162183286064754,0.039260680874488,0.0301684631057542,0.0466487602557604,0.10246193559628,0.253054453016412,0.0172419377759529,0.23473639499678,0.0369677322857531,0.0330733387325227,0.0442030172955426,"L6"
5,8,"L5",5,"Astro",5,0.122448081268922,0.0514323514274077,0.0450402032884255,0.00816715891062083,0.0819183396663676,0.211387374994627,0.0158522953511012,0.273002750520917,0.0285523067896699,0.0760763112575637,0.086122826524378,"Pvalb"
5,9,"L5",5,"L5",2,0.144597961762842,0.00808054155977873,0.0259398707509462,0.0394288681431754,0.479367238818233,0.0287558213827286,0.0223082534357131,0.104073104978839,0.0288287856881127,0.0719092936248045,0.0467102598548259,"L5"
6,1,"HPC",3,"Endo",3,0.077343662602783,0.130657052090813,0.0003660473479978,0.000366047347997814,0.238754719038723,0.217766832975797,0.0846231836114951,0.0659584168657383,0.032983849744468,0.0533617285101664,0.0978184598640204,"L5"
6,10,"L5",8,"L5",4,0.111418919383684,0.0225348932949155,0.0827135866880436,0.0882191338057183,0.20986529907992,0.0368394873698014,0.0777962753032893,0.28367965347852,0.0197712589268189,0.0179945875661603,0.0491669051031283,"Pvalb"
6,11,"L4",11,"L4",3,0.12213797995483,0.0182175392430706,0.000225332158720714,0.396189553845125,0.000225332158720708,0.134392553653257,0.0177111577507217,0.167224237410741,0.0425563042441814,0.0408048083291819,0.0603152012514501,"L4"
6,12,"L4",9,"L4",4,0.0926146552476174,0.0333601827880193,0.000149060765188089,0.449433869978758,0.0727466749696936,0.0596976061669533,0.0262162403591493,0.108965436652994,0.0389228481653742,0.0699885633985684,0.0479048615076836,"L4"
6,13,"L4",12,"L4",4,0.103076643253179,0.0311212361995031,0.0721941253188151,0.389501438790031,0.000145031130903494,0.106123394102827,0.0203786072451454,0.0755854814795652,0.0398254557963531,0.131296777530365,0.0307518091533116,"L4"
6,14,"L2/3",10,"L2/3",4,0.13231325173069,0.0248984011966096,0.15791509076406,0.211533130805247,0.0811584915749237,0.0606468524009568,0.023744419834287,0.0854084693297464,0.0455328025582192,0.07206495890044,0.104784130904821,"L4"
6,15,"L2/3",7,"L2/3",2,0.0909202213915115,0.0437600133259789,0.254103049092286,0.245667389689941,0.019829422475226,0.0468178644079309,0.021493492370445,0.101118694581575,0.0358636809246355,0.0517725136091717,0.088653658131298,"L2/3"
